,YEAR,STATEFIP,CITY,CNTRY,MORTGAGE,RENT,RENTGRS,VACANCY,KITCHEN,FRIDGE,PHONE,CINETHH,FAMSIZE,SEX,AGE,MARST,RACE,RACED,CITIZEN,SCHOOL,EDUC,EDUCD,GRADEATT,GRADEATTD,EMPSTAT,EMPSTATD,INCTOT,FTOTINC
4592412,2017,25,810,840,0,350,350,0,4,2,2,3,7,1,19,6,2,200,0,2,7,71,6,60,3,30,0,10100
4592466,2017,25,810,840,0,1000,1080,0,4,2,2,1,2,1,21,1,2,200,0,1,10,101,0,0,1,10,47000,92000
4592467,2017,25,810,840,0,1000,1080,0,4,2,2,1,2,2,32,1,2,200,0,2,7,71,6,60,1,10,45000,92000
4592477,2017,25,6670,840,0,700,1010,0,4,2,2,1,1,1,26,6,1,100,0,1,4,40,0,0,1,10,18000,18000
4592505,2017,25,810,840,0,1800,1920,0,4,2,2,1,2,2,42,1,1,100,0,1,10,101,0,0,1,10,79000,159000
4592506,2017,25,810,840,0,1800,1920,0,4,2,2,1,2,1,38,1,1,100,3,1,10,101,0,0,1,10,80000,159000
4592537,2017,25,3770,840,0,900,999,0,4,2,2,1,4,2,49,1,1,100,0,1,6,63,0,0,1,10,12000,110700
4592538,2017,25,3770,840,0,900,999,0,4,2,2,1,4,1,49,1,1,100,0,1,4,40,0,0,1,10,9000,110700
4592539,2017,25,3770,840,0,900,999,0,4,2,2,1,4,1,26,6,1,100,0,1,6,63,0,0,1,10,42700,110700
4592540,2017,25,3770,840,0,900,999,0,4,2,2,1,4,2,24,6,1,100,0,1,6,63,0,0,1,10,47000,110700
4592555,2017,25,810,840,0,1500,1790,0,4,2,2,1,1,2,25,6,1,100,0,1,10,101,0,0,1,10,40000,40000
4592574,2017,25,810,840,0,2100,2150,0,4,2,2,1,1,1,34,6,1,100,0,1,11,114,0,0,1,10,245000,245000
4592626,2017,25,810,840,0,500,590,0,4,2,2,1,1,2,19,6,1,100,0,2,7,71,6,60,1,10,6000,6000
4592627,2017,25,810,840,0,500,590,0,4,2,2,1,1,1,19,6,1,100,0,2,6,65,6,60,1,10,11000,11000
4592628,2017,25,810,840,0,500,590,0,4,2,2,1,1,2,19,6,1,100,0,2,7,71,6,60,1,10,6000,6000
4592633,2017,25,810,840,0,2600,2660,0,4,2,2,1,3,1,36,1,1,100,3,1,11,114,0,0,1,10,200000,205000
4592634,2017,25,810,840,0,2600,2660,0,4,2,2,1,3,2,34,1,1,100,3,1,11,115,0,0,3,30,5000,205000
4592644,2017,25,930,840,0,1500,1600,0,1,2,2,1,1,1,27,2,4,400,3,1,11,116,0,0,1,10,10000,10000
4592664,2017,25,810,840,0,3600,3710,0,4,2,2,1,1,1,40,4,1,100,0,1,10,101,0,0,1,10,132000,132000
4592697,2017,25,930,840,0,320,320,0,4,2,2,1,1,2,67,6,2,200,0,1,7,71,0,0,3,30,13400,13400
4592793,2017,25,7570,840,0,1200,1390,0,4,2,2,1,1,1,42,6,2,200,0,1,8,81,0,0,1,10,52000,52000
4592796,2017,25,810,840,0,910,1070,0,4,2,2,1,3,2,72,5,2,200,0,1,6,63,0,0,3,30,21000,46000
4592797,2017,25,810,840,0,910,1070,0,4,2,2,1,3,1,50,6,2,200,0,1,6,63,0,0,1,10,25000,46000
4592798,2017,25,810,840,0,910,1070,0,4,2,2,1,3,1,21,6,2,200,0,1,6,63,0,0,2,20,0,46000
4592808,2017,25,930,840,0,3000,3107,0,4,2,2,1,2,1,27,6,1,100,0,1,10,101,0,0,1,10,45000,45000
4592809,2017,25,930,840,0,3000,3107,0,4,2,2,1,1,1,25,6,1,100,0,1,10,101,0,0,1,10,48000,48000
4592810,2017,25,930,840,0,3000,3107,0,4,2,2,1,2,2,26,6,1,100,3,1,10,101,0,0,3,30,130000,45000
4592839,2017,25,930,840,0,170,180,0,4,2,2,3,1,2,42,6,1,100,0,1,7,71,0,0,3,30,10200,10200
4592859,2017,25,810,840,0,990,1020,0,4,2,2,1,1,1,66,4,2,200,0,1,8,81,0,0,1,10,18000,18000
4592877,2017,25,810,840,0,2300,2340,0,4,2,2,1,1,1,35,6,1,100,0,2,11,115,7,70,1,10,3400,3400
4592880,2017,25,7570,840,0,2000,2300,0,4,2,2,1,1,1,21,6,1,100,0,2,7,71,6,60,1,10,8000,8000
4592881,2017,25,7570,840,0,2000,2300,0,4,2,2,1,1,1,21,6,1,100,0,2,7,71,6,60,3,30,3020,3020
4592882,2017,25,7570,840,0,2000,2300,0,4,2,2,1,1,1,21,6,6,610,2,2,6,63,6,60,3,30,6400,6400
4592883,2017,25,7570,840,0,2000,2300,0,4,2,2,1,1,1,20,6,1,100,0,2,7,71,6,60,1,10,7000,7000
4592903,2017,25,810,840,0,2000,2010,0,4,2,2,1,2,2,23,6,1,100,0,1,10,101,0,0,1,10,52000,52000
4592904,2017,25,810,840,0,2000,2010,0,4,2,2,1,2,1,23,6,1,100,1,1,10,101,0,0,1,10,255000,52000
4592912,2017,25,3770,840,0,830,1060,0,4,2,2,1,1,2,35,6,1,100,0,1,11,114,0,0,1,10,50000,50000
4592946,2017,25,810,840,0,3600,3760,0,4,2,2,1,1,1,27,6,1,100,0,1,10,101,0,0,1,10,791000,791000
4592947,2017,25,810,840,0,3600,3760,0,4,2,2,1,1,1,27,6,1,100,0,1,10,101,0,0,1,10,566000,566000
4593022,2017,25,810,840,0,1200,1360,0,4,2,2,3,2,2,76,3,2,200,0,1,6,63,0,0,1,10,18400,23400
4593023,2017,25,810,840,0,1200,1360,0,4,2,2,3,2,1,57,6,2,200,0,1,6,63,0,0,3,30,5000,23400
4593043,2017,25,3770,840,0,600,730,0,4,2,2,1,3,2,40,6,1,100,0,1,7,71,0,0,1,10,37000,37000
4593045,2017,25,3770,840,0,600,730,0,4,2,2,1,3,1,45,6,1,100,3,1,2,26,0,0,3,30,0,37000
4593065,2017,25,3770,840,0,1000,1190,0,4,2,2,1,2,2,29,6,6,660,0,1,6,63,0,0,1,10,33000,33000
4593066,2017,25,3770,840,0,1000,1190,0,4,2,2,1,2,1,27,6,6,660,0,1,8,81,0,0,1,10,35000,33000
4593094,2017,25,6670,840,0,550,960,0,4,2,2,2,2,1,47,4,1,100,0,1,6,65,0,0,3,30,8200,16700
4593095,2017,25,6670,840,0,550,960,0,4,2,2,2,2,2,74,5,1,100,0,1,2,23,0,0,3,30,8500,16700
4593132,2017,25,7570,840,0,1000,1050,0,4,2,2,1,2,1,30,6,6,610,0,1,6,64,0,0,3,30,4400,26300
4593133,2017,25,7570,840,0,1000,1050,0,4,2,2,1,2,1,33,6,6,610,0,1,10,101,0,0,1,10,21900,26300
4593142,2017,25,810,840,0,2500,2600,0,4,2,2,1,1,1,24,6,1,100,0,1,10,101,0,0,1,10,37500,37500
4593143,2017,25,810,840,0,2500,2600,0,4,2,2,1,1,1,25,6,1,100,0,1,10,101,0,0,1,10,5800,5800
4593144,2017,25,810,840,0,2500,2600,0,4,2,2,1,1,1,25,6,1,100,0,1,10,101,0,0,1,10,60800,60800
4593150,2017,25,7570,840,0,800,800,0,4,2,2,1,1,1,61,6,1,100,0,1,6,65,0,0,3,30,51800,51800
4593151,2017,25,7570,840,0,800,800,0,4,2,2,1,1,1,27,6,9,904,0,1,6,63,0,0,2,20,9720,9720
4593153,2017,25,810,840,0,3600,3660,0,4,2,2,1,1,1,35,4,1,100,0,1,6,65,0,0,1,10,160000,160000
4593171,2017,25,930,840,0,2300,2450,0,4,2,2,1,2,2,69,1,1,100,0,1,8,81,0,0,3,30,9600,30500
4593172,2017,25,930,840,0,2300,2450,0,4,2,2,1,2,1,71,1,1,100,0,1,6,64,0,0,3,30,20900,30500
4593218,2017,25,810,840,0,3000,3110,0,4,2,2,1,1,1,26,6,1,100,0,1,10,101,0,0,1,10,60000,60000
4593219,2017,25,810,840,0,3000,3110,0,4,2,2,1,1,1,23,6,1,100,0,1,10,101,0,0,1,10,70000,70000
4593220,2017,25,810,840,0,3000,3110,0,4,2,2,1,1,1,23,6,1,100,0,1,10,101,0,0,1,10,55000,55000
4593231,2017,25,810,840,0,950,1180,0,4,2,2,2,1,2,95,5,6,640,2,1,1,16,0,0,3,30,14900,14900
4593242,2017,25,810,840,0,3000,3350,0,4,2,2,1,1,1,23,6,1,100,0,1,10,101,0,0,1,10,90000,90000
4593243,2017,25,810,840,0,3000,3350,0,4,2,2,1,1,1,25,6,1,100,0,1,10,101,0,0,1,10,43000,43000
4593244,2017,25,810,840,0,3000,3350,0,4,2,2,1,1,1,25,6,1,100,0,1,10,101,0,0,1,10,76000,76000
4593282,2017,25,810,840,0,1600,1750,0,4,2,2,1,2,1,54,1,1,100,0,1,11,116,0,0,1,10,162000,728000
4593283,2017,25,810,840,0,1600,1750,0,4,2,2,1,2,2,53,1,1,100,0,1,11,115,0,0,1,10,566000,728000
4593335,2017,25,810,840,0,3200,3240,0,4,2,2,1,2,1,28,6,1,100,0,1,11,114,0,0,1,10,41000,41000
4593336,2017,25,810,840,0,3200,3240,0,4,2,2,1,2,2,28,6,1,100,0,2,10,101,7,70,1,10,65500,41000
4593355,2017,25,810,840,0,2200,2200,0,4,2,2,3,3,2,37,5,2,200,0,1,11,114,0,0,1,10,72000,72000
4593375,2017,25,810,840,0,200,230,0,4,2,2,1,1,2,81,4,1,100,2,1,0,2,0,0,3,30,8900,8900
4593397,2017,25,810,840,0,1500,1620,0,4,2,2,1,1,2,27,2,2,200,0,1,10,101,0,0,1,10,17000,17000
4593402,2017,25,810,840,0,1600,1670,0,4,2,2,1,1,2,72,4,1,100,0,1,11,114,0,0,3,30,83300,83300
4593403,2017,25,810,840,0,1600,1670,0,4,2,2,1,1,2,64,4,1,100,2,1,7,71,0,0,3,30,18700,18700
4593460,2017,25,810,840,0,980,980,0,4,2,2,1,3,2,60,4,1,100,0,1,7,71,0,0,1,10,56000,109300
4593461,2017,25,810,840,0,980,980,0,4,2,2,1,3,2,35,6,1,100,0,1,8,81,0,0,1,10,17300,109300
4593462,2017,25,810,840,0,980,980,0,4,2,2,1,3,1,31,6,1,100,0,1,6,61,0,0,1,10,36000,109300
4593527,2017,25,810,840,0,180,280,0,4,2,2,3,1,2,67,6,2,200,2,1,0,2,0,0,3,30,7200,7200
4593544,2017,25,7570,840,0,1500,1865,0,4,2,2,1,3,2,31,1,1,100,3,1,8,81,0,0,3,30,2000,27000
4593545,2017,25,7570,840,0,1500,1865,0,4,2,2,1,3,1,29,1,1,100,3,1,7,71,0,0,1,10,25000,27000
4593637,2017,25,930,840,0,2200,2220,0,4,2,2,1,1,2,32,6,1,100,0,1,11,114,0,0,1,10,42000,42000
4593653,2017,25,930,840,0,2500,2583,0,4,2,2,1,1,2,28,6,6,610,2,1,11,114,0,0,1,10,93880,93880
4593696,2017,25,810,840,0,500,630,0,4,2,2,3,1,1,55,2,7,700,3,1,6,63,0,0,1,10,20000,20000
4593737,2017,25,810,840,0,270,480,0,4,2,2,3,1,1,87,6,1,100,0,1,1,17,0,0,3,30,13000,13000
4593759,2017,25,810,840,0,1600,1860,0,4,2,2,1,1,2,22,6,1,100,0,2,10,101,6,60,1,10,18400,18400
4593792,2017,25,810,840,0,1700,1950,0,4,2,2,1,2,2,27,6,7,700,3,1,10,101,0,0,1,10,31000,66000
4593793,2017,25,810,840,0,1700,1950,0,4,2,2,1,2,1,25,6,7,700,0,1,10,101,0,0,1,10,35000,66000
4593796,2017,25,810,840,0,1600,1650,0,4,2,2,1,2,2,29,1,1,100,0,2,10,101,7,70,1,10,48000,116000
4593797,2017,25,810,840,0,1600,1650,0,4,2,2,1,2,1,30,1,1,100,0,1,10,101,0,0,1,10,68000,116000
4593798,2017,25,7570,840,0,310,350,0,4,2,2,1,3,2,32,6,1,100,0,1,10,101,0,0,1,10,5000,5000
4593807,2017,25,810,840,0,2000,2000,0,4,2,2,2,1,1,24,6,1,100,2,2,10,101,7,70,3,30,18300,18300
4593832,2017,25,810,840,0,1600,1620,0,4,2,2,1,2,2,25,6,1,100,0,2,10,101,7,70,1,10,3100,3100
4593833,2017,25,810,840,0,1600,1620,0,4,2,2,1,2,2,24,6,1,100,0,1,10,101,0,0,1,12,25500,3100
4593883,2017,25,810,840,0,2700,2850,0,4,2,2,1,2,2,59,1,1,100,0,1,10,101,0,0,3,30,0,573100
4593884,2017,25,810,840,0,2700,2850,0,4,2,2,1,2,1,59,1,1,100,0,1,11,116,0,0,1,10,573100,573100
4593889,2017,25,810,840,0,1000,1000,0,4,2,2,3,1,1,84,6,1,100,0,1,10,101,0,0,3,30,31500,31500
4593977,2017,25,930,840,0,2300,2350,0,1,2,2,1,3,2,39,1,4,400,3,1,11,116,0,0,1,10,40000,108000
4593978,2017,25,930,840,0,2300,2350,0,1,2,2,1,3,1,39,1,4,400,3,1,11,116,0,0,1,10,68000,108000
4593992,2017,25,6670,840,0,1000,1480,0,4,2,2,1,4,1,34,1,7,700,0,1,3,30,0,0,3,30,9600,25100
4593993,2017,25,6670,840,0,1000,1480,0,4,2,2,1,4,2,34,1,7,700,0,1,6,61,0,0,3,30,15500,25100
4594026,2017,25,810,840,0,1300,1393,0,4,2,2,3,1,2,25,6,8,801,0,1,10,101,0,0,1,10,43000,43000
4594027,2017,25,930,840,0,2200,2300,0,4,2,2,1,2,1,27,1,6,620,2,2,11,115,7,70,3,30,600,33600
4594028,2017,25,930,840,0,2200,2300,0,4,2,2,1,2,2,24,1,6,620,3,1,10,101,0,0,1,12,33000,33600
4594036,2017,25,810,840,0,220,220,0,4,2,2,1,1,1,66,6,1,100,0,1,3,30,0,0,3,30,9200,9200
4594073,2017,25,810,840,0,700,700,0,4,2,2,1,1,1,51,6,1,100,0,1,6,63,0,0,3,30,10100,10100
4594182,2017,25,810,840,0,2700,2700,0,4,2,2,1,1,1,46,6,1,100,0,1,10,101,0,0,2,20,92100,92100
4594190,2017,25,810,840,0,1900,1960,0,4,2,2,1,2,2,29,1,1,100,0,1,10,101,0,0,1,10,58000,133000
4594191,2017,25,810,840,0,1900,1960,0,4,2,2,1,2,1,29,1,1,100,0,2,11,115,7,70,1,10,75000,133000
4594222,2017,25,810,840,0,2600,2680,0,4,2,2,1,1,2,29,6,1,100,3,1,11,114,0,0,1,10,88000,88000
4594249,2017,25,810,840,0,230,230,0,4,2,2,1,1,1,69,4,6,640,2,1,6,63,0,0,3,30,9000,9000
4594257,2017,25,7570,840,0,780,840,0,4,2,2,1,1,2,62,3,2,200,0,1,6,65,0,0,3,30,9000,9000
4594266,2017,25,810,840,0,2900,2940,0,4,2,2,1,1,1,25,6,1,100,0,1,10,101,0,0,1,10,132000,132000
4594267,2017,25,810,840,0,2900,2940,0,4,2,2,1,1,1,25,6,1,100,0,1,10,101,0,0,1,10,92500,92500
4594316,2017,25,810,840,0,1300,1500,0,4,2,2,1,4,2,40,1,2,200,2,1,6,63,0,0,1,10,74000,141000
4594317,2017,25,810,840,0,1300,1500,0,4,2,2,1,4,1,36,1,2,200,3,1,10,101,0,0,1,10,42000,141000
4594318,2017,25,810,840,0,1300,1500,0,4,2,2,1,4,1,23,6,2,200,0,1,6,65,0,0,1,10,25000,141000
4594334,2017,25,3770,840,0,340,370,0,4,2,2,1,1,2,70,4,1,100,0,1,6,63,0,0,3,30,13000,13000
4594355,2017,25,930,840,0,3000,3040,0,4,2,2,1,3,1,52,4,1,100,2,1,10,101,0,0,1,10,144000,151000
4594356,2017,25,930,840,0,3000,3040,0,4,2,2,1,3,2,20,6,1,100,0,2,7,71,6,60,3,30,7000,151000
4594367,2017,25,810,840,0,1300,1350,0,4,2,2,1,1,1,19,6,7,700,3,1,5,50,0,0,1,10,25000,25000
4594368,2017,25,810,840,0,1300,1350,0,4,2,2,1,1,2,45,3,7,700,3,2,6,65,6,60,1,10,17000,17000
4594373,2017,25,810,840,0,550,750,0,4,2,2,1,3,2,48,6,2,200,0,1,6,63,0,0,3,30,8000,8000
4594374,2017,25,810,840,0,550,750,0,4,2,2,1,3,1,24,6,2,200,0,2,7,71,6,60,3,30,0,8000
4594480,2017,25,810,840,0,3600,3660,0,4,2,2,1,2,1,38,1,1,100,0,1,11,114,0,0,1,10,90700,198700
4594481,2017,25,810,840,0,3600,3660,0,4,2,2,1,2,2,31,1,1,100,0,1,10,101,0,0,1,10,108000,198700
4594564,2017,25,810,840,0,800,850,0,4,2,2,1,1,1,44,3,2,200,0,1,7,71,0,0,1,10,17000,17000
4594590,2017,25,810,840,0,1600,1640,0,4,2,2,1,2,1,25,1,1,100,0,2,10,101,7,70,1,12,26000,31000
4594591,2017,25,810,840,0,1600,1640,0,4,2,2,1,2,2,24,1,1,100,3,2,10,101,7,70,1,12,5000,31000
4594611,2017,25,6670,840,0,930,1230,0,4,2,2,1,5,1,47,1,1,100,0,1,6,63,0,0,1,10,43000,78000
4594612,2017,25,6670,840,0,930,1230,0,4,2,2,1,5,2,48,1,1,100,0,1,7,71,0,0,1,10,24000,78000
4594613,2017,25,6670,840,0,930,1230,0,4,2,2,1,5,1,20,6,1,100,0,2,7,71,6,60,1,10,5000,78000
4594621,2017,25,810,840,0,200,250,0,4,2,2,1,2,2,67,1,2,200,2,1,0,2,0,0,3,30,9900,9900
4594622,2017,25,810,840,0,200,250,0,4,2,2,1,2,1,78,1,2,200,2,1,0,2,0,0,3,30,0,9900
4594640,2017,25,810,840,0,2600,2600,0,4,2,2,1,1,1,27,6,2,200,0,1,10,101,0,0,1,10,300000,300000
4594729,2017,25,810,840,0,240,240,0,4,2,2,1,2,2,49,4,7,700,2,2,6,61,5,54,3,30,8520,16320
4594758,2017,25,810,840,0,3600,3660,0,4,2,2,1,2,2,25,6,1,100,2,1,11,114,0,0,1,10,40000,40000
4594759,2017,25,810,840,0,3600,3660,0,4,2,2,1,2,1,26,6,1,100,2,1,11,115,0,0,3,30,0,40000
4594819,2017,25,6670,840,0,1700,2060,0,4,2,2,1,3,1,39,1,2,200,0,1,11,116,0,0,1,10,85000,165000
4594820,2017,25,6670,840,0,1700,2060,0,4,2,2,1,3,2,38,1,1,100,0,1,11,116,0,0,1,10,80000,165000
4594833,2017,25,3770,840,0,880,1040,0,4,2,2,3,2,2,23,6,1,100,0,1,6,63,0,0,1,10,30000,30000
4594834,2017,25,3770,840,0,880,1040,0,4,2,2,3,2,1,23,6,1,100,0,1,4,40,0,0,1,10,20600,30000
4594857,2017,25,810,840,0,1400,1490,0,4,2,2,1,2,1,50,3,2,200,2,1,10,101,0,0,1,10,43250,91250
4594858,2017,25,810,840,0,1400,1490,0,4,2,2,1,2,1,28,6,2,200,2,1,7,71,0,0,1,10,48000,91250
4594943,2017,25,810,840,0,1100,1230,0,4,2,2,1,2,2,37,6,8,845,0,1,6,65,0,0,1,10,16300,16300
4594956,2017,25,810,840,0,1900,1960,0,4,2,2,1,2,1,29,1,1,100,0,1,11,114,0,0,1,10,60000,100000
4594957,2017,25,810,840,0,1900,1960,0,4,2,2,1,2,2,29,1,1,100,0,1,11,116,0,0,1,10,40000,100000
4594963,2017,25,7570,840,0,1100,1250,0,4,2,2,1,4,1,32,1,2,200,3,1,6,63,0,0,1,10,28000,32000
4594964,2017,25,7570,840,0,1100,1250,0,4,2,2,1,4,2,35,1,2,200,3,1,6,64,0,0,1,12,4000,32000
4594980,2017,25,810,840,0,1900,2077,0,4,2,2,1,1,2,27,6,4,400,3,2,10,101,7,70,1,10,2500,2500
4595015,2017,25,810,840,0,1500,1650,0,4,2,2,1,3,2,32,6,2,200,0,1,6,63,0,0,1,10,80400,111400
4595017,2017,25,810,840,0,1500,1650,0,4,2,2,1,3,2,27,6,2,200,0,1,10,101,0,0,1,10,31000,111400
4595040,2017,25,810,840,0,1900,1950,0,4,2,2,1,1,2,24,6,1,100,0,2,10,101,7,70,3,30,10000,10000
4595041,2017,25,810,840,0,1900,1950,0,4,2,2,1,1,2,25,6,1,100,0,2,10,101,7,70,3,30,10000,10000
4595049,2017,25,810,840,0,1600,1770,0,4,2,2,1,1,2,21,6,1,100,0,2,11,115,7,70,1,10,3000,3000
4595089,2017,25,810,840,0,2700,2787,0,4,2,2,1,1,1,24,6,1,100,0,1,10,101,0,0,1,10,50000,50000
4595090,2017,25,810,840,0,2700,2787,0,4,2,2,1,1,1,29,6,1,100,0,1,10,101,0,0,1,10,50000,50000
4595104,2017,25,810,840,0,2000,2000,0,4,2,2,1,1,2,55,6,2,200,0,1,4,40,0,0,1,12,22000,22000
4595107,2017,25,930,840,0,3000,3070,0,4,2,2,1,5,2,33,1,1,100,3,1,10,101,0,0,3,30,0,65000
4595108,2017,25,930,840,0,3000,3070,0,4,2,2,1,5,1,41,1,1,100,3,1,11,114,0,0,1,10,65000,65000
4595182,2017,25,6670,840,0,2000,2483,0,4,2,2,1,4,2,31,4,1,100,0,1,7,71,0,0,1,14,58000,68600
4595185,2017,25,6670,840,0,2000,2483,0,4,2,2,1,4,2,51,4,1,100,0,1,6,63,0,0,3,30,10600,68600
4595188,2017,25,810,840,0,1300,1330,0,4,2,2,1,1,2,56,6,1,100,0,1,7,71,0,0,1,10,32000,32000
4595190,2017,25,810,840,0,3600,3668,0,4,2,2,1,1,2,61,4,1,100,0,1,10,101,0,0,1,10,58400,58400
4595220,2017,25,810,840,0,2800,2830,0,4,2,2,1,1,2,23,6,1,100,0,1,10,101,0,0,1,12,25500,25500
4595223,2017,25,6670,840,0,950,1260,0,4,2,2,3,5,2,33,6,2,200,0,1,6,63,0,0,1,10,24000,31400
4595227,2017,25,6670,840,0,950,1260,0,4,2,2,3,5,1,27,6,2,200,0,1,4,40,0,0,3,30,7400,31400
4595256,2017,25,810,840,0,2000,2200,0,4,2,2,1,2,2,24,6,1,100,0,1,10,101,0,0,1,10,40000,40000
4595257,2017,25,810,840,0,2000,2200,0,4,2,2,1,1,1,27,6,1,100,0,2,10,101,7,70,1,10,3000,3000
4595258,2017,25,810,840,0,2000,2200,0,4,2,2,1,2,1,27,6,7,700,2,1,10,101,0,0,1,10,57000,40000
4595267,2017,25,810,840,0,1100,1250,0,4,2,2,1,3,2,28,6,1,100,0,1,10,101,0,0,1,10,35000,35000
4595285,2017,25,810,840,0,2100,2400,0,4,2,2,1,1,1,23,6,1,100,0,1,10,101,0,0,1,10,50500,50500
4595286,2017,25,810,840,0,2100,2400,0,4,2,2,1,1,1,25,6,1,100,0,1,11,114,0,0,1,10,100000,100000
4595287,2017,25,810,840,0,2100,2400,0,4,2,2,1,1,1,25,6,1,100,0,1,6,63,0,0,1,10,19000,19000
4595288,2017,25,810,840,0,2100,2400,0,4,2,2,1,1,1,24,6,1,100,0,1,10,101,0,0,1,10,70000,70000
4595296,2017,25,810,840,0,700,798,0,4,2,2,1,1,2,67,4,1,100,0,1,6,63,0,0,3,30,16600,16600
4595301,2017,25,810,840,0,1900,1924,0,4,2,2,1,1,2,34,6,1,100,0,1,11,114,0,0,1,10,100000,100000
4595328,2017,25,810,840,0,250,250,0,4,2,2,3,1,2,75,5,1,100,0,1,6,63,0,0,3,30,9000,9000
4595331,2017,25,810,840,0,450,450,0,4,2,2,1,2,2,75,3,1,100,0,1,2,25,0,0,3,30,9270,17550
4595332,2017,25,810,840,0,450,450,0,4,2,2,1,2,1,50,6,1,100,0,1,4,40,0,0,3,30,8280,17550
4595361,2017,25,810,840,0,1300,1550,0,4,2,2,1,1,1,56,4,1,100,3,1,10,101,0,0,3,30,76000,76000
4595389,2017,25,810,840,0,1700,1860,0,4,2,2,1,2,2,40,6,2,200,0,1,7,71,0,0,2,20,20000,20000
4595415,2017,25,6670,840,0,800,997,0,4,2,2,1,5,1,30,1,1,100,3,1,6,63,0,0,1,10,29100,29100
4595416,2017,25,6670,840,0,800,997,0,4,2,2,1,5,2,26,1,1,100,3,2,7,71,6,60,3,30,0,29100
4595440,2017,25,810,840,0,2000,2180,0,4,2,2,1,1,1,35,6,8,801,3,1,2,22,0,0,1,10,30000,30000
4595441,2017,25,810,840,0,2000,2180,0,4,2,2,1,1,1,40,2,8,801,3,1,6,63,0,0,1,10,16000,16000
4595467,2017,25,810,840,0,460,510,0,4,2,2,1,4,2,43,6,7,700,0,1,7,71,0,0,1,10,42000,50000
4595468,2017,25,810,840,0,460,510,0,4,2,2,1,4,1,26,6,7,700,0,1,4,40,0,0,3,30,8000,50000
4595469,2017,25,810,840,0,460,510,0,4,2,2,1,4,1,22,6,7,700,0,2,6,65,6,60,3,30,0,50000
4595470,2017,25,810,840,0,460,510,0,4,2,2,1,4,1,20,6,7,700,0,2,6,65,6,60,3,30,0,50000
4595540,2017,25,810,840,0,220,220,0,4,2,2,1,1,2,53,4,1,100,0,1,6,63,0,0,3,30,14700,14700
4595543,2017,25,810,840,0,1400,1560,0,4,2,2,3,1,2,69,4,1,100,2,1,4,40,0,0,3,30,15800,15800
4595553,2017,25,7570,840,0,380,380,0,4,2,2,1,2,1,64,1,6,640,2,1,5,50,0,0,3,30,17200,21500
4595554,2017,25,7570,840,0,380,380,0,4,2,2,1,2,2,65,1,6,640,2,1,7,71,0,0,3,30,4300,21500
4595557,2017,25,6670,840,0,330,380,0,4,2,2,2,1,2,53,6,1,100,0,1,5,50,0,0,3,30,10500,10500
4595561,2017,25,7570,840,0,750,967,0,4,2,2,1,3,1,50,4,6,640,2,1,6,63,0,0,1,10,37000,37000
4595563,2017,25,7570,840,0,750,967,0,4,2,2,1,3,2,48,4,6,640,2,1,8,81,0,0,1,10,12000,37000
4595577,2017,25,810,840,0,200,220,0,4,2,2,3,1,2,69,4,7,700,0,1,6,63,0,0,3,30,10000,10000
4595587,2017,25,810,840,0,900,980,0,4,2,2,1,1,1,51,6,2,200,0,1,10,101,0,0,1,10,3800,3800
4595598,2017,25,3770,840,0,260,260,0,4,2,2,1,1,2,67,5,1,100,0,1,5,50,0,0,1,10,50000,50000
4595603,2017,25,810,840,0,1200,1290,0,4,2,2,1,1,1,28,6,1,100,0,1,10,101,0,0,1,10,74000,74000
4595632,2017,25,7570,840,0,1300,1570,0,4,2,2,1,4,1,49,1,1,100,3,1,6,63,0,0,1,10,65000,74800
4595633,2017,25,7570,840,0,1300,1570,0,4,2,2,1,4,2,38,1,1,100,3,1,7,71,0,0,1,10,9800,74800
4595647,2017,25,930,840,0,2100,2190,0,4,2,2,1,2,1,29,1,1,100,3,1,11,114,0,0,1,10,55000,55000
4595648,2017,25,930,840,0,2100,2190,0,4,2,2,1,2,2,33,1,1,100,3,1,11,114,0,0,3,30,0,55000
4595786,2017,25,810,840,0,1900,1960,0,4,2,2,1,1,2,23,6,1,100,0,2,10,101,7,70,1,10,4700,4700
4595803,2017,25,810,840,0,2000,2040,0,4,2,2,1,1,2,23,6,1,100,0,1,10,101,0,0,1,10,56000,56000
4595804,2017,25,810,840,0,2000,2040,0,4,2,2,1,1,2,24,6,1,100,0,1,10,101,0,0,1,10,50000,50000
4595819,2017,25,810,840,0,800,800,0,4,2,2,1,1,1,38,6,2,200,0,1,7,71,0,0,1,10,35000,35000
4595833,2017,25,6670,840,0,870,870,0,4,2,2,1,1,2,62,5,1,100,0,1,6,63,0,0,3,30,38900,38900
4595838,2017,25,810,840,0,1600,1600,0,4,2,2,2,1,2,86,5,1,100,0,1,10,101,0,0,3,30,14500,14500
4595854,2017,25,810,840,0,560,560,0,4,2,2,3,1,1,51,2,2,200,2,1,6,61,0,0,1,10,15000,15000
4595855,2017,25,7570,840,0,680,890,0,4,2,2,1,2,2,32,6,8,801,0,1,8,81,0,0,1,10,28020,28020
4595880,2017,25,3770,840,0,240,240,0,4,2,2,3,1,1,66,6,1,100,0,1,5,50,0,0,3,30,8600,8600
4595885,2017,25,810,840,0,900,940,0,4,2,2,1,3,2,45,2,2,200,3,1,6,63,0,0,1,10,30000,30000
4595889,2017,25,7570,840,0,800,800,0,4,2,2,1,1,1,44,6,2,200,0,1,7,71,0,0,1,10,44600,44600
