Gender,Race,Salary
male,Greater European,152050.78
male,Indian Subcontinent,158817.94
male,Greater European,132741.49
male,Greater European,161399.7
male,Greater European,168501.58
male,Greater European,146753.32
male,Greater European,117163.47
male,Greater European,153668.63
male,Greater European,100043.94
male,Greater European,124152.07
male,Greater European,182354.12
male,Greater European,169833.7
male,Greater European,155666.33
male,Greater European,28635.81
male,Greater European,36533.26
male,Greater European,152835.03
male,Greater European,126756.75
male,Hispanic,70011.3
male,Greater European,157074.68
male,Hispanic,48603.65
male,Hispanic,116557.31
male,Greater European,207880.66
male,Greater European,121620.12
male,Greater European,139668.03
male,Greater European,12606
male,Greater European,209451.99
male,Greater European,3783.6
male,Greater European,41230.17
male,Greater European,12606
male,Greater European,195299.7
male,Greater European,155423.04
male,Greater European,150965.54
male,Greater European,134184.86
male,Greater European,3783.6
male,Greater European,120778.87
male,Greater European,81178.61
male,Greater European,120791.9
male,Greater European,125071.77
male,Greater European,92233.5
male,Greater European,122827.2
female,Greater European,6876
female,Greater European,188479.35
male,Greater European,148264.66
female,Greater European,87426.61
male,Greater European,123634.01
male,Greater European,104171.87
male,Greater European,179957.3
male,Hispanic,114405.77
male,Greater European,152662.16
male,Greater European,89181.78
male,Greater European,115894.26
male,Greater European,135278.88
male,Greater European,105133.38
male,Jewish,3702.24
male,Greater European,180014.93
female,Greater European,131207.4
male,Greater European,169586.33
male,Greater European,2292
female,Greater European,44416.29
female,Greater European,161810.35
male,Greater European,117427.63
male,Greater European,246615.04
male,Greater European,139030.06
male,Greater European,96023.45
male,Jewish,86990.86
male,Greater European,84253.9
male,Greater European,154954.73
male,Greater European,136890.12
male,Greater European,151173.31
male,Greater European,216874.75
male,Greater European,200399.1
male,Greater European,166045.16
male,Hispanic,12606
male,Greater European,152636.92
male,Greater European,95881.58
male,Greater European,205349.09
male,Greater European,80183.93
male,Greater European,145075.98
male,Greater European,96391.16
male,Greater European,151532.51
male,Hispanic,118630.16
male,Greater European,135463.71
male,Greater European,109311.81
male,Greater European,153505.53
male,Greater European,95701.43
male,Greater European,4204
male,Greater European,85759.53
male,Greater European,1000
male,Greater European,107047.72
male,Jewish,110370.88
male,East Asian,114291.46
male,Greater European,104524.92
male,Greater European,122198.65
male,Greater European,130839.64
female,Greater European,115035.34
male,Greater European,78853.63
male,Greater European,146265.98
male,Greater European,73823.76
male,Greater European,1000
female,Greater European,130534.76
male,Greater European,87279.66
male,Greater European,1309.32
male,Greater European,162664.03
male,Greater European,123235.35
male,Greater European,133459.39
male,Greater European,99858.52
male,Greater European,107659.16
male,Greater European,106020.55
male,Greater European,82547.89
male,Greater European,138081.69
male,Greater European,83098.04
female,Greater European,117094.46
male,Greater European,135362.71
male,Greater European,140902.19
male,Greater European,94255.62
male,Greater European,186778.43
male,Greater European,104474.98
male,Greater European,54810.54
male,Greater European,192499.71
male,Greater European,138541.64
male,Greater European,155237.17
male,Greater European,155037.83
female,Greater European,16781.02
male,Greater European,180313.58
male,Greater European,128397.95
male,Greater European,119190.11
male,Greater European,212142.82
male,Jewish,135085.9
male,Greater European,111662.53
male,Greater European,1328.52
male,Greater European,105042.31
male,Greater European,161379.52
male,Greater European,29614.32
male,Greater European,161049.7
female,Greater European,62247.8
male,Greater European,107885.76
male,Greater European,168.16
male,Greater European,840.8
male,Greater European,3805.66
male,Greater European,6006.66
male,Greater European,38731.58
male,Greater European,168.16
male,Greater European,38763.09
male,Greater European,27882.08
male,Greater European,30370.02
male,Greater European,164042.97
male,Greater European,144152.33
male,Greater European,157141.83
male,Greater European,42676.26
male,Greater European,111369.28
male,Greater European,96690.16
male,East Asian,91944.51
male,Greater European,175442.52
male,Greater European,102216.77
male,Greater European,112409.52
male,Jewish,96254.84
male,Greater European,129324.8
male,Greater European,135450.15
female,Greater European,40338.85
male,Greater European,140718.94
male,Greater European,129221.77
male,Greater European,165908.71
male,Hispanic,189091.73
male,Greater European,164130.25
male,Greater European,176568.56
male,Greater European,93088.74
male,Greater European,150425.83
male,Greater European,314.53
male,Greater European,5850.88
male,Greater European,124229.3
male,Greater European,102438.17
male,Greater European,141078.1
male,Greater European,150063.39
male,Greater European,157628.1
male,Greater European,180085.96
male,Greater European,120108.37
male,Greater European,114953.24
male,Greater European,45018.47
male,Greater European,150452.03
male,Hispanic,96063.43
male,Greater European,107359.83
male,Greater European,125458.37
male,Greater European,4204
male,Greater European,180224.4
male,Greater European,108532.39
male,Greater European,131726.95
male,Greater European,144228.63
male,Greater European,166552.85
male,Hispanic,139546.08
male,Greater European,148261.75
male,Greater European,3783.6
male,Greater European,183824.97
male,Hispanic,75084.98
male,Greater European,113328.02
female,Greater European,108381.16
male,Greater European,131994.54
male,Greater European,128409.93
male,Hispanic,104641.71
male,Greater European,116349.22
male,Greater European,42824.62
male,Greater European,211700.52
male,Greater European,10887
male,Greater European,137194.68
female,Hispanic,113586.27
male,Greater European,56975.75
male,Greater European,114000.9
male,Greater European,152671.25
male,Greater European,130918.83
male,Greater European,43019.65
male,Greater European,117816.2
male,Greater European,82991.68
male,Greater European,215046.79
male,Greater European,175508.53
male,Greater European,37331.38
male,Greater European,131752.73
male,Greater European,58540.33
male,Greater European,153010.07
male,Greater European,123414.67
male,Jewish,148910.3
female,Greater European,124525.19
male,Greater European,160220.99
male,Greater European,138956.34
male,Jewish,152606.76
male,Greater European,47709.61
male,Greater European,924.88
male,Greater European,140941.24
male,Greater European,202573.14
female,Greater European,142963.5
male,Greater European,840.8
male,Greater European,93179.01
male,Greater European,171472.87
male,Jewish,45262.11
male,Greater European,167472.1
male,Greater European,111299.29
male,Greater European,101746.75
male,Greater European,160130.35
male,Greater European,37218.53
male,Greater European,96698.54
male,Greater European,163091.31
male,Greater European,191963.18
male,Greater European,840.8
male,Greater European,129754.07
male,Greater European,4204
male,Greater European,126691.61
male,Greater European,8408
male,Greater European,93199.8
male,Greater European,62694.17
male,Greater European,140390.5
male,Jewish,147413.95
male,Greater European,228267.57
male,Hispanic,107141.37
male,Greater European,123665.86
male,Jewish,128646.16
male,Greater European,105412.05
male,Greater European,95411.46
male,Greater European,104200.17
male,Jewish,130256.54
male,Greater European,168566.01
male,Greater European,152871.57
male,Greater European,116298.84
